anonym_id;year;gender;time_dep_age_group;main_research_area;institute_type;running_erc_project;rolling_avg_grade;n_articles_per_year;n_preprints_per_year;n_citations_per_year;max_rolling_7;max_articles_7;max_preprints_7;max_citations_7
195139353;2015;m;55-64;LS;Cantonal university;False;6.0;8;0;458;6.0;8.0;0.0;458.0
27722caaa6;2017;m;45-54;LS;Cantonal university;False;6.0;5;1;790;6.0;5.0;1.0;790.0
7bc8a77d76;2015;m;55-64;LS;Cantonal university;False;6.0;9;0;400;6.0;9.0;0.0;400.0
c69bdefbe8;2012;m;55-64;LS;Cantonal university;False;6.0;10;0;212;6.0;10.0;0.0;212.0
c42053e837;2018;m;< 45;MINT;ETH Domain;False;6.0;0;1;93;6.0;0.0;1.0;93.0
7890ced7e4;2017;m;45-54;MINT;ETH Domain;False;6.0;1;0;3;6.0;1.0;0.0;3.0
385adcfadb;2012;m;< 45;MINT;Cantonal university;True;6.0;3;3;49;6.0;3.0;3.0;49.0
96cb81696f;2016;m;45-54;LS;ETH Domain;False;6.0;2;0;148;6.0;2.0;0.0;148.0
549d262d03;2016;m;45-54;MINT;ETH Domain;False;6.0;2;4;1;6.0;2.0;4.0;1.0
c08d23ac23;2016;m;< 45;MINT;ETH Domain;False;6.0;3;0;208;6.0;3.0;0.0;208.0
031c791652;2016;m;45-54;MINT;UAS/UTE/Other;False;6.0;7;0;30;6.0;7.0;0.0;30.0
736c298f26;2015;m;55-64;SSH;UAS/UTE/Other;False;6.0;0;0;0;6.0;0.0;0.0;0.0
338fe9c5d4;2016;m;45-54;MINT;UAS/UTE/Other;False;6.0;0;0;24;6.0;0.0;0.0;24.0
694c7e7a18;2017;m;< 45;SSH;UAS/UTE/Other;False;6.0;2;0;0;6.0;2.0;0.0;0.0
e17e5dcdc9;2016;f;< 45;MINT;ETH Domain;False;6.0;5;0;225;6.0;5.0;0.0;225.0
5ca40cf966;2014;m;< 45;MINT;ETH Domain;False;6.0;0;0;52;6.0;0.0;0.0;52.0
8e8eddef07;2015;m;< 45;MINT;Unknown;False;6.0;11;0;302;6.0;11.0;0.0;302.0
28678fbb54;2015;m;< 45;MINT;Cantonal university;False;6.0;3;0;4;6.0;3.0;0.0;4.0
d7caa9a60b;2013;f;45-54;MINT;ETH Domain;False;6.0;9;3;130;6.0;9.0;3.0;130.0
e46402beb5;2018;m;45-54;LS;ETH Domain;False;6.0;7;3;1040;6.0;7.0;3.0;1040.0
dc785f9e8f;2012;f;45-54;LS;Cantonal university;False;6.0;2;0;196;6.0;2.0;0.0;196.0
08cc9626f2;2012;m;< 45;MINT;Cantonal university;False;6.0;2;0;6;6.0;2.0;0.0;6.0
1e67a3da31;2015;m;55-64;SSH;Cantonal university;False;6.0;0;0;1;6.0;0.0;0.0;1.0
bd19ab5989;2013;m;45-54;MINT;Cantonal university;False;6.0;19;0;1704;6.0;19.0;0.0;1704.0
cbf923bcf6;2018;f;45-54;SSH;Cantonal university;False;6.0;5;0;272;6.0;5.0;0.0;272.0
1fe2e48ce6;2018;f;< 45;SSH;Cantonal university;False;6.0;2;0;45;6.0;2.0;0.0;45.0
b050e668ce;2016;m;45-54;MINT;ETH Domain;True;6.0;3;2;17;6.0;3.0;2.0;17.0
935405c0ed;2015;m;55-64;SSH;UAS/UTE/Other;False;6.0;0;0;0;6.0;0.0;0.0;0.0
ce83a196c8;2015;m;< 45;SSH;Unknown;False;6.0;0;0;33;6.0;0.0;0.0;33.0
538619a362;2016;m;< 45;MINT;UAS/UTE/Other;False;6.0;3;3;111;6.0;3.0;3.0;111.0
0c36e79616;2014;m;< 45;MINT;Cantonal university;False;6.0;18;14;190;6.0;18.0;14.0;190.0
9c91aeff9e;2013;m;45-54;MINT;ETH Domain;False;6.0;5;0;40;6.0;5.0;0.0;40.0
8f8afcc75b;2015;m;45-54;MINT;ETH Domain;True;6.0;7;2;29;6.0;7.0;2.0;29.0
43803f7c93;2016;m;< 45;MINT;ETH Domain;False;6.0;3;1;9;6.0;3.0;1.0;9.0
184fe79320;2018;m;45-54;LS;Cantonal university;False;6.0;44;0;781;6.0;44.0;0.0;781.0
393869b5ab;2012;f;45-54;SSH;Cantonal university;False;6.0;0;0;0;6.0;0.0;0.0;0.0
04c70de6ab;2015;m;< 45;SSH;ETH Domain;False;6.0;1;1;36;6.0;1.0;1.0;36.0
3a41ef0e4e;2016;m;55-64;LS;Cantonal university;False;6.0;7;0;338;6.0;7.0;0.0;338.0
456c788f00;2015;m;65+;SSH;Unknown;False;6.0;13;0;15;6.0;13.0;0.0;15.0
f438d90e84;2016;m;45-54;LS;Cantonal university;True;6.0;5;1;1078;6.0;5.0;1.0;1078.0
e47c64c97b;2013;f;< 45;SSH;Cantonal university;False;6.0;1;0;4;6.0;1.0;0.0;4.0
5b393377f0;2018;f;< 45;SSH;Cantonal university;False;6.0;3;0;2;6.0;3.0;0.0;2.0
ee56f54ea6;2016;m;< 45;MINT;Unknown;False;6.0;0;0;0;6.0;0.0;0.0;0.0
9d3aebf2d7;2015;m;55-64;MINT;ETH Domain;False;6.0;9;0;280;6.0;9.0;0.0;280.0
094646db15;2016;m;< 45;MINT;ETH Domain;False;6.0;16;0;1123;6.0;16.0;0.0;1123.0
d310daaeee;2017;m;65+;LS;Cantonal university;False;6.0;6;0;996;6.0;6.0;0.0;996.0
44bc61fce4;2015;m;45-54;LS;ETH Domain;False;6.0;7;0;245;6.0;7.0;0.0;245.0
bad98d47ef;2015;f;55-64;MINT;ETH Domain;False;6.0;4;4;36;6.0;4.0;4.0;36.0
22f14eb15d;2014;m;45-54;LS;Cantonal university;False;6.0;16;0;794;6.0;16.0;0.0;794.0
e93d0f0dd7;2013;f;45-54;SSH;Cantonal university;False;6.0;10;0;147;6.0;10.0;0.0;147.0
c820d559e3;2016;m;55-64;LS;Cantonal university;False;6.0;7;0;1799;6.0;7.0;0.0;1799.0
6040f64f31;2015;m;< 45;MINT;ETH Domain;False;6.0;4;1;29;6.0;4.0;1.0;29.0
1c396422fa;2017;m;45-54;MINT;ETH Domain;False;6.0;14;0;1296;6.0;14.0;0.0;1296.0
4664b54f92;2013;m;< 45;LS;ETH Domain;True;6.0;4;0;451;6.0;4.0;0.0;451.0
a651761d05;2014;m;< 45;MINT;Cantonal university;False;6.0;3;2;4;6.0;3.0;2.0;4.0
ffd6f06222;2012;m;< 45;SSH;Cantonal university;False;6.0;1;0;5;6.0;1.0;0.0;5.0
e10b5a6e3b;2016;m;< 45;MINT;ETH Domain;False;6.0;8;4;137;6.0;8.0;4.0;137.0
bb7c34ec33;2016;m;< 45;LS;Cantonal university;True;6.0;12;3;512;6.0;12.0;3.0;512.0
6bee0a3902;2017;m;55-64;LS;Cantonal university;False;6.0;0;0;0;6.0;0.0;0.0;0.0
f0275a3958;2015;m;45-54;LS;Cantonal university;False;6.0;10;0;311;6.0;10.0;0.0;311.0
19af805c47;2013;m;65+;LS;Unknown;False;6.0;8;0;266;6.0;8.0;0.0;266.0
107c8eddfc;2012;m;< 45;LS;Unknown;False;6.0;8;0;116;6.0;8.0;0.0;116.0
004b1bf873;2013;f;< 45;SSH;Unknown;False;6.0;1;0;5;6.0;1.0;0.0;5.0
2f1b23f68a;2018;m;45-54;LS;ETH Domain;False;6.0;4;0;366;6.0;4.0;0.0;366.0
f1a09c9c09;2015;m;< 45;MINT;ETH Domain;False;6.0;5;0;19;6.0;5.0;0.0;19.0
bc95eaf800;2017;m;65+;SSH;Cantonal university;False;6.0;0;0;0;6.0;0.0;0.0;0.0
675093033;2016;m;45-54;MINT;Cantonal university;False;6.0;7;0;296;6.0;7.0;0.0;296.0
15c09b2815;2018;m;45-54;SSH;UAS/UTE/Other;False;6.0;0;0;0;6.0;0.0;0.0;0.0
6fbfa158ab;2016;m;< 45;LS;ETH Domain;False;6.0;1;0;27;6.0;1.0;0.0;27.0
6a3048fa14;2016;f;45-54;LS;ETH Domain;True;6.0;9;0;752;6.0;9.0;0.0;752.0
7ab5924ecd;2018;m;45-54;LS;Cantonal university;False;6.0;2;0;319;6.0;2.0;0.0;319.0
12ae13d238;2016;f;< 45;MINT;ETH Domain;True;6.0;5;0;73;6.0;5.0;0.0;73.0
09dd9f1c0e;2015;m;45-54;LS;Cantonal university;False;6.0;5;0;195;6.0;5.0;0.0;195.0
3783cbc9eb;2015;m;55-64;LS;ETH Domain;False;6.0;0;0;0;6.0;0.0;0.0;0.0
95197cc344;2013;m;65+;LS;Unknown;False;6.0;10;0;744;6.0;10.0;0.0;744.0
6dc882a7ef;2012;m;45-54;MINT;Cantonal university;False;6.0;1;3;12;6.0;1.0;3.0;12.0
835226c1b7;2018;m;45-54;MINT;Cantonal university;False;6.0;2;4;305;6.0;2.0;4.0;305.0
f54fc2e0dd;2017;m;45-54;LS;ETH Domain;False;6.0;10;5;521;6.0;10.0;5.0;521.0
2bba2a9f45;2017;m;< 45;MINT;ETH Domain;False;6.0;0;0;8;6.0;0.0;0.0;8.0
e9a4dc92b4;2016;m;< 45;MINT;ETH Domain;True;6.0;1;0;3;6.0;1.0;0.0;3.0
7a3bc75a38;2014;m;< 45;MINT;Unknown;False;6.0;4;0;8;6.0;4.0;0.0;8.0
677c8a91bd;2013;m;45-54;LS;Cantonal university;False;6.0;12;0;783;6.0;12.0;0.0;783.0
d1d820f4e2;2017;m;< 45;MINT;ETH Domain;False;6.0;9;4;54;6.0;9.0;4.0;54.0
8a1d29999b;2012;m;45-54;MINT;Cantonal university;False;6.0;15;0;301;6.0;15.0;0.0;301.0
e83c2a32e7;2016;m;55-64;LS;Cantonal university;True;6.0;6;1;680;6.0;6.0;1.0;680.0
11a85139d7;2016;m;< 45;MINT;ETH Domain;False;6.0;6;2;23;6.0;6.0;2.0;23.0
c101bf39dd;2018;m;45-54;MINT;ETH Domain;True;6.0;14;1;293;6.0;14.0;1.0;293.0
c8ccf4c9f9;2012;m;45-54;MINT;ETH Domain;False;6.0;9;0;537;6.0;9.0;0.0;537.0
51cf5234b4;2017;m;45-54;MINT;Cantonal university;False;6.0;20;0;1898;6.0;20.0;0.0;1898.0
74fd6e9f4e;2017;m;< 45;LS;Cantonal university;False;6.0;5;0;49;6.0;5.0;0.0;49.0
e241d01300;2013;f;45-54;SSH;Cantonal university;False;6.0;4;0;79;6.0;4.0;0.0;79.0
0ba4746b6b;2016;m;65+;MINT;ETH Domain;False;6.0;0;1;8;6.0;0.0;1.0;8.0
fbbdf99706;2012;m;65+;LS;Cantonal university;False;6.0;9;0;693;6.0;9.0;0.0;693.0
07ca86fa9b;2014;m;65+;LS;Cantonal university;False;6.0;9;0;201;6.0;9.0;0.0;201.0
2bcb617860;2014;m;55-64;SSH;Unknown;False;6.0;0;0;0;6.0;0.0;0.0;0.0
846490695d;2016;m;65+;LS;ETH Domain;False;6.0;3;0;440;6.0;3.0;0.0;440.0
963f1f5a8f;2015;f;45-54;SSH;UAS/UTE/Other;False;6.0;0;0;0;6.0;0.0;0.0;0.0
05d80c54f5;2015;f;45-54;LS;Unknown;False;6.0;3;0;0;6.0;3.0;0.0;0.0
39305e3028;2016;m;65+;MINT;Cantonal university;False;6.0;4;0;33;6.0;4.0;0.0;33.0
a70ad8b0ae;2018;m;< 45;MINT;ETH Domain;False;6.0;3;1;183;6.0;3.0;1.0;183.0
775f5d4eea;2018;f;< 45;SSH;Cantonal university;True;6.0;1;0;8;6.0;1.0;0.0;8.0
3a4c1c6f8d;2012;m;< 45;MINT;Unknown;True;6.0;2;1;3;6.0;2.0;1.0;3.0
563a548f1d;2016;f;45-54;SSH;UAS/UTE/Other;False;6.0;0;0;0;6.0;0.0;0.0;0.0
9281223432;2016;f;45-54;MINT;ETH Domain;False;6.0;0;0;13;6.0;0.0;0.0;13.0
61222eabd6;2014;f;55-64;LS;Cantonal university;False;6.0;3;0;155;6.0;3.0;0.0;155.0
808f2a0dde;2017;m;55-64;MINT;Unknown;False;6.0;0;0;0;6.0;0.0;0.0;0.0
4601d05f13;2015;m;< 45;SSH;Unknown;False;6.0;1;0;39;6.0;1.0;0.0;39.0
ab0892524c;2018;m;< 45;MINT;ETH Domain;False;6.0;1;1;2;6.0;1.0;1.0;2.0
72db3590c4;2013;m;< 45;LS;Cantonal university;False;6.0;10;0;83;6.0;10.0;0.0;83.0
852a3c47f1;2015;m;45-54;LS;ETH Domain;False;6.0;2;0;337;6.0;2.0;0.0;337.0
942a7082ae;2012;m;45-54;MINT;Cantonal university;False;6.0;3;0;16;6.0;3.0;0.0;16.0
8172a90b67;2016;m;< 45;MINT;ETH Domain;True;6.0;7;0;188;6.0;7.0;0.0;188.0
a2bdc1586d;2018;m;< 45;SSH;Cantonal university;False;6.0;1;0;26;6.0;1.0;0.0;26.0
b9f70eec22;2013;m;< 45;MINT;Unknown;False;6.0;0;0;3;6.0;0.0;0.0;3.0
bab1d369d4;2014;m;45-54;LS;ETH Domain;False;6.0;7;0;314;6.0;7.0;0.0;314.0
551ba68931;2017;m;45-54;LS;ETH Domain;False;6.0;6;0;365;6.0;6.0;0.0;365.0
68a70162fe;2012;m;< 45;MINT;Cantonal university;False;6.0;2;2;114;6.0;2.0;2.0;114.0
dfeb32c049;2018;m;45-54;MINT;ETH Domain;False;6.0;8;1;46;6.0;8.0;1.0;46.0
a26eedd977;2015;m;45-54;MINT;Cantonal university;False;6.0;9;0;753;6.0;9.0;0.0;753.0
2ed476054a;2017;m;45-54;LS;ETH Domain;False;6.0;15;0;940;6.0;15.0;0.0;940.0
40317cba76;2017;f;< 45;SSH;Cantonal university;False;6.0;0;0;0;6.0;0.0;0.0;0.0
c5f6cee8cb;2013;f;45-54;LS;ETH Domain;True;6.0;13;0;1420;6.0;13.0;0.0;1420.0
c907de071a;2013;f;65+;LS;UAS/UTE/Other;False;6.0;5;0;218;6.0;5.0;0.0;218.0
bce2539ef0;2013;m;55-64;MINT;ETH Domain;False;6.0;0;0;0;6.0;0.0;0.0;0.0
93807adad3;2014;m;< 45;LS;Cantonal university;False;6.0;5;0;299;6.0;5.0;0.0;299.0
a31d081b47;2016;m;65+;MINT;ETH Domain;False;6.0;4;1;258;6.0;4.0;1.0;258.0
c69c0ce04e;2015;m;55-64;LS;Cantonal university;False;6.0;6;0;269;6.0;6.0;0.0;269.0
f9eae81e40;2017;m;45-54;LS;Cantonal university;True;6.0;7;1;555;6.0;7.0;1.0;555.0
37e97d69fa;2014;m;45-54;LS;Cantonal university;False;6.0;21;0;763;6.0;21.0;0.0;763.0
a9df348d81;2017;m;65+;LS;Cantonal university;False;6.0;4;1;1172;6.0;4.0;1.0;1172.0
23c92faf49;2018;f;< 45;LS;Cantonal university;True;6.0;5;3;223;6.0;5.0;3.0;223.0
c89f079478;2014;m;45-54;LS;ETH Domain;True;6.0;38;0;1121;6.0;38.0;0.0;1121.0
d2dc45c90c;2017;m;< 45;MINT;Unknown;False;6.0;0;1;15;6.0;0.0;1.0;15.0
0a77907efb;2017;m;< 45;MINT;Cantonal university;False;6.0;14;1;302;6.0;14.0;1.0;302.0
d8711d0c3c;2013;m;45-54;MINT;ETH Domain;False;6.0;14;0;100;6.0;14.0;0.0;100.0
377858b316;2013;m;45-54;MINT;Unknown;False;6.0;5;5;1493;6.0;5.0;5.0;1493.0
448b8ff7c1;2017;m;55-64;LS;ETH Domain;False;6.0;2;0;534;6.0;2.0;0.0;534.0
859712cfdb;2015;m;65+;SSH;Unknown;False;6.0;0;0;0;6.0;0.0;0.0;0.0
c3adda5297;2012;m;45-54;MINT;Cantonal university;False;6.0;3;0;19;6.0;3.0;0.0;19.0
d17eaeacdd;2015;f;< 45;SSH;UAS/UTE/Other;False;6.0;0;0;0;6.0;0.0;0.0;0.0
532a005d4b;2013;m;45-54;LS;Cantonal university;True;6.0;12;0;346;6.0;12.0;0.0;346.0
21419fe507;2016;m;55-64;LS;Cantonal university;True;6.0;13;0;1048;6.0;13.0;0.0;1048.0
f8049f64f3;2015;f;< 45;SSH;Cantonal university;False;6.0;0;0;0;6.0;0.0;0.0;0.0
e4b71af1e9;2013;m;45-54;MINT;Cantonal university;False;6.0;16;0;1200;6.0;16.0;0.0;1200.0
11866c2edc;2018;m;45-54;LS;UAS/UTE/Other;True;6.0;3;1;1184;6.0;3.0;1.0;1184.0
065ab51c8c;2016;f;55-64;SSH;Cantonal university;False;6.0;0;0;0;6.0;0.0;0.0;0.0
8f172e6c92;2015;m;45-54;LS;Cantonal university;False;6.0;6;0;497;6.0;6.0;0.0;497.0
3a5850b0fe;2016;f;< 45;SSH;UAS/UTE/Other;False;6.0;0;0;0;6.0;0.0;0.0;0.0
b2223cc1d1;2018;f;45-54;LS;Cantonal university;False;6.0;1;0;81;6.0;1.0;0.0;81.0
a9b043a691;2015;m;< 45;LS;Unknown;False;6.0;9;0;159;6.0;9.0;0.0;159.0
8be9b633a2;2017;m;55-64;LS;Cantonal university;False;6.0;13;0;874;6.0;13.0;0.0;874.0
ad23770841;2014;m;65+;MINT;Cantonal university;False;6.0;2;1;11;6.0;2.0;1.0;11.0
e9367a2f63;2015;m;65+;MINT;Cantonal university;False;6.0;6;0;83;6.0;6.0;0.0;83.0
9d2a8f835e;2016;m;45-54;MINT;ETH Domain;False;6.0;0;0;0;6.0;0.0;0.0;0.0
30d418d4b4;2015;m;65+;SSH;Unknown;False;6.0;0;0;0;6.0;0.0;0.0;0.0
ef97341b9e;2018;m;65+;SSH;Unknown;False;6.0;0;0;0;6.0;0.0;0.0;0.0
31ecf4e285;2018;m;< 45;MINT;ETH Domain;True;6.0;2;10;59;6.0;2.0;10.0;59.0
f3fffb4c1d;2014;m;< 45;MINT;ETH Domain;False;6.0;3;2;32;6.0;3.0;2.0;32.0
c8eddf84f9;2014;m;< 45;MINT;ETH Domain;True;6.0;2;2;142;6.0;2.0;2.0;142.0
8da9fcdaba;2013;m;45-54;LS;Cantonal university;False;6.0;7;0;381;6.0;7.0;0.0;381.0
3090bcbaf6;2015;m;45-54;SSH;ETH Domain;False;6.0;4;0;317;6.0;4.0;0.0;317.0
b19954a9f9;2012;m;45-54;SSH;Cantonal university;False;6.0;0;0;0;6.0;0.0;0.0;0.0
ab4b5c8513;2015;m;< 45;MINT;ETH Domain;False;6.0;4;0;65;6.0;4.0;0.0;65.0
2e1a075934;2012;m;< 45;SSH;Unknown;False;6.0;1;0;0;6.0;1.0;0.0;0.0
20c9e3f344;2016;m;45-54;SSH;Cantonal university;False;6.0;1;0;0;6.0;1.0;0.0;0.0
3cbb7cd494;2018;f;45-54;SSH;Cantonal university;False;6.0;0;0;0;6.0;0.0;0.0;0.0
5fa904444f;2013;m;45-54;MINT;Unknown;False;6.0;1;0;0;6.0;1.0;0.0;0.0
eb31d5b5eb;2018;m;55-64;SSH;Cantonal university;False;6.0;2;1;31;6.0;2.0;1.0;31.0
f526861d2a;2017;m;55-64;MINT;ETH Domain;True;6.0;4;0;591;6.0;4.0;0.0;591.0
db10150b19;2017;m;65+;MINT;Cantonal university;False;6.0;2;1;130;6.0;2.0;1.0;130.0
d6d7899429;2018;m;55-64;SSH;Cantonal university;False;6.0;3;0;74;6.0;3.0;0.0;74.0
77e0da6bc6;2013;f;< 45;MINT;ETH Domain;False;6.0;8;0;15;6.0;8.0;0.0;15.0
9aac3e020f;2018;m;45-54;LS;UAS/UTE/Other;True;6.0;6;2;224;6.0;6.0;2.0;224.0
72864d3d55;2014;m;45-54;MINT;ETH Domain;False;6.0;14;1;21;6.0;14.0;1.0;21.0
ac071315cb;2015;m;< 45;LS;Cantonal university;False;6.0;10;0;438;6.0;10.0;0.0;438.0
6337203d85;2017;m;55-64;MINT;ETH Domain;True;6.0;31;0;1592;6.0;31.0;0.0;1592.0
2b5a982075;2014;m;65+;MINT;Cantonal university;False;6.0;12;14;1499;6.0;12.0;14.0;1499.0
91de77dbea;2018;f;< 45;MINT;Cantonal university;False;6.0;1;0;16;6.0;1.0;0.0;16.0
cc713d1827;2016;m;< 45;MINT;ETH Domain;False;6.0;0;0;0;6.0;0.0;0.0;0.0
5e43c70538;2015;m;45-54;LS;Unknown;False;6.0;6;0;16;6.0;6.0;0.0;16.0
98410b1337;2013;m;45-54;LS;Cantonal university;True;6.0;11;0;235;6.0;11.0;0.0;235.0
5592eb8c88;2016;m;45-54;MINT;ETH Domain;False;6.0;0;1;37;6.0;0.0;1.0;37.0
0f64a4221c;2016;m;45-54;SSH;UAS/UTE/Other;False;6.0;0;0;0;6.0;0.0;0.0;0.0
b41bf57617;2018;m;65+;LS;Cantonal university;False;6.0;13;3;4022;6.0;13.0;3.0;4022.0
e55520b15d;2016;m;45-54;SSH;Cantonal university;False;6.0;0;0;3;6.0;0.0;0.0;3.0
303fb91180;2015;m;< 45;LS;Cantonal university;True;6.0;11;0;186;6.0;11.0;0.0;186.0
74925f4645;2015;m;< 45;MINT;Cantonal university;False;6.0;4;6;111;6.0;4.0;6.0;111.0
383ff4bd19;2017;f;55-64;SSH;Cantonal university;False;6.0;0;0;0;6.0;0.0;0.0;0.0
15d9bab33d;2014;m;< 45;MINT;ETH Domain;False;6.0;0;0;0;6.0;0.0;0.0;0.0
f1f5c84464;2015;m;< 45;MINT;Cantonal university;False;6.0;112;0;2265;6.0;112.0;0.0;2265.0
24e63eae56;2016;m;45-54;MINT;ETH Domain;False;5.83333333333333;44;0;1029;5.83333333333333;44.0;0.0;1029.0
214a4d9b9a;2012;m;55-64;MINT;Cantonal university;True;5.75;8;4;369;5.75;8.0;4.0;369.0
5543e80ebc;2014;m;55-64;MINT;Unknown;False;5.75;7;7;24;5.75;7.0;7.0;24.0
5a5b5f9a45;2012;m;< 45;MINT;Cantonal university;True;5.75;1;1;3;5.75;1.0;1.0;3.0
2af2fa618a;2015;m;65+;MINT;ETH Domain;False;5.66666666666667;11;0;798;5.66666666666667;11.0;0.0;798.0
762c21bac9;2015;m;65+;MINT;Cantonal university;True;5.66666666666667;0;0;376;5.66666666666667;0.0;0.0;376.0
bfb06c37f2;2017;f;45-54;MINT;Cantonal university;False;5.66666666666667;8;1;351;5.66666666666667;8.0;1.0;351.0
42f31ba890;2015;m;65+;MINT;ETH Domain;False;5.66666666666667;0;2;18;5.66666666666667;0.0;2.0;18.0
9d1e910af6;2017;m;65+;MINT;Cantonal university;False;5.625;4;0;185;5.625;4.0;0.0;185.0
8cc49ddcab;2018;f;45-54;MINT;Unknown;False;5.5;1;2;1;5.5;1.0;2.0;1.0
4c515968f0;2016;m;< 45;MINT;Cantonal university;False;5.5;4;5;348;5.5;4.0;5.0;348.0
fa596872d6;2018;m;55-64;LS;UAS/UTE/Other;False;5.5;4;0;324;5.5;4.0;0.0;324.0
eb4e769e8e;2013;m;< 45;LS;ETH Domain;False;5.5;9;0;260;5.5;9.0;0.0;260.0
55e83498d4;2016;f;< 45;SSH;ETH Domain;False;5.5;0;0;0;5.5;0.0;0.0;0.0
0ee747f711;2018;f;55-64;LS;Cantonal university;False;5.5;4;0;195;5.5;4.0;0.0;195.0
add4ecfcd9;2017;m;< 45;MINT;ETH Domain;False;5.5;0;4;37;5.5;0.0;4.0;37.0
6eef7594c2;2016;m;45-54;LS;Cantonal university;False;5.5;8;0;328;5.5;8.0;0.0;328.0
e1054bff69;2012;m;< 45;LS;Cantonal university;False;5.5;6;0;284;5.5;6.0;0.0;284.0
469c6447d1;2018;f;45-54;LS;ETH Domain;False;5.5;0;0;375;5.5;0.0;0.0;375.0
54fa48c688;2013;m;55-64;SSH;Cantonal university;False;5.5;1;0;8;5.5;1.0;0.0;8.0
115d07f747;2013;m;< 45;LS;Unknown;True;5.5;12;0;1080;5.5;12.0;0.0;1080.0
324b101b13;2018;m;< 45;MINT;Unknown;False;5.5;3;2;3;5.5;3.0;2.0;3.0
a77d6ef349;2016;m;45-54;MINT;ETH Domain;False;5.5;11;0;485;5.5;11.0;0.0;485.0
d8dcca5903;2012;m;65+;MINT;ETH Domain;False;5.5;10;0;265;5.5;10.0;0.0;265.0
8d04bb65ca;2015;m;55-64;SSH;Cantonal university;False;5.5;2;0;2;5.5;2.0;0.0;2.0
0796446e9b;2018;m;< 45;MINT;ETH Domain;True;5.5;4;2;115;5.5;4.0;2.0;115.0
d786a8e8a1;2013;f;55-64;LS;Cantonal university;False;5.5;3;0;203;5.5;3.0;0.0;203.0
e21427a697;2013;m;< 45;MINT;Cantonal university;False;5.5;4;0;23;5.5;4.0;0.0;23.0
a47c5b37f5;2014;f;45-54;SSH;Cantonal university;False;5.5;2;0;2;5.5;2.0;0.0;2.0
c45c57e413;2017;m;45-54;MINT;ETH Domain;False;5.5;4;0;177;5.5;4.0;0.0;177.0
60c82df7cd;2016;m;45-54;MINT;Unknown;False;5.5;60;0;1756;5.5;60.0;0.0;1756.0
d1e7b790ee;2018;m;45-54;SSH;Cantonal university;False;5.5;0;0;0;5.5;0.0;0.0;0.0
4cb056f3fc;2013;m;< 45;MINT;Cantonal university;False;5.5;1;0;6;5.5;1.0;0.0;6.0
2ed28e1cfb;2015;m;45-54;MINT;Cantonal university;False;5.5;8;9;97;5.5;8.0;9.0;97.0
89895b9a5e;2013;m;45-54;SSH;Cantonal university;False;5.5;0;0;2;5.5;0.0;0.0;2.0
96bd258184;2015;m;45-54;MINT;ETH Domain;False;5.5;38;0;2589;5.5;38.0;0.0;2589.0
8273c8998c;2012;m;45-54;LS;Cantonal university;False;5.5;11;0;3105;5.5;11.0;0.0;3105.0
ee71a18cab;2018;m;45-54;MINT;Cantonal university;False;5.5;5;5;299;5.5;5.0;5.0;299.0
eae2537111;2017;m;45-54;MINT;ETH Domain;False;5.5;24;0;529;5.5;24.0;0.0;529.0
09ef00d597;2012;m;< 45;MINT;ETH Domain;True;5.5;1;0;97;5.5;1.0;0.0;97.0
719180462d;2017;m;45-54;MINT;ETH Domain;False;5.5;16;10;315;5.5;16.0;10.0;315.0
9456036b76;2014;m;65+;MINT;ETH Domain;False;5.5;14;0;597;5.5;14.0;0.0;597.0
55d737a3ca;2015;m;45-54;MINT;ETH Domain;False;5.5;12;0;344;5.5;12.0;0.0;344.0
0ab3e91b91;2013;m;45-54;MINT;Cantonal university;False;5.5;13;0;622;5.5;13.0;0.0;622.0
0bbb1b110f;2014;m;45-54;SSH;Cantonal university;False;5.5;2;0;23;5.5;2.0;0.0;23.0
06016a9ea0;2016;m;55-64;MINT;ETH Domain;False;5.5;4;0;525;5.5;4.0;0.0;525.0
37c9cde1a2;2015;m;45-54;LS;Cantonal university;False;5.5;6;0;201;5.5;6.0;0.0;201.0
b9c98a208d;2018;m;65+;MINT;ETH Domain;False;5.375;2;0;251;5.375;2.0;0.0;251.0
ed98518711;2015;m;< 45;MINT;ETH Domain;False;5.33333333333333;15;0;71;5.33333333333333;15.0;0.0;71.0
d78a1efcc8;2014;m;45-54;MINT;Cantonal university;False;5.33333333333333;10;6;113;5.33333333333333;10.0;6.0;113.0
261e15c864;2016;f;< 45;MINT;ETH Domain;False;5.33333333333333;10;1;257;5.33333333333333;10.0;1.0;257.0
47714d427d;2014;m;45-54;SSH;Cantonal university;False;5.33333333333333;7;0;84;5.33333333333333;7.0;0.0;84.0
64a046fba3;2014;m;< 45;MINT;UAS/UTE/Other;False;5.33333333333333;17;0;682;5.33333333333333;17.0;0.0;682.0
1dadc69a70;2018;m;65+;MINT;Unknown;False;5.33333333333333;0;0;1;5.33333333333333;0.0;0.0;1.0
d41f262aab;2016;m;65+;MINT;Cantonal university;False;5.33333333333333;4;0;479;5.33333333333333;4.0;0.0;479.0
2bda95cdf5;2015;m;45-54;LS;Cantonal university;False;5.25;15;0;1074;5.25;15.0;0.0;1074.0
bdba8d9b5d;2016;m;< 45;LS;Cantonal university;False;5.25;19;0;269;5.25;19.0;0.0;269.0
85a990693c;2014;m;65+;MINT;Cantonal university;False;5.25;4;0;67;5.25;4.0;0.0;67.0
